"","x"
"X1992",0.00539078703591168
"X1993",0.00562902410513436
"X1994",0.00537375101457357
"X1995",0.00725496517890642
"X1996",0.00354295243410377
"X1997",0.00322708326622566
"X1998",0.00364143744854173
"X1999",0.00384941297565461
"X2000",0.0036281763176971
"X2001",0.00361617201606525
"X2002",0.00486475842900972
"X2003",0.00372333957632057
"X2004",0.00346833458349259
"X2005",0.00353512611812044
"X2006",0.00407690063946483
"X2007",0.00314923938074658
"X2008",0.00420195227704336
"X2009",0.00425253008967835
"X2010",0.00396884870759376
"X2011",0.00375924332474017
"X2012",0.00478347014378589
"X2013",0.00439484110156823
"X2014",0.00414351451642838
"X2015",0.00410565181126918
"X2016",0.00387624886859135
"X2017",0.00314942999220258
