"X","SPECIES","YEAR","SPI","SPI_SOUTH","SPI_NORTH","SELECTED_PROTECTED_AREA_TYPE","UNION"
1,"Acipenser fulvescens",1876,0,0,0,NA,TRUE
2,"Acipenser fulvescens",1900,0,0,0,NA,TRUE
3,"Acipenser fulvescens",1919,0,0,0,NA,TRUE
4,"Acipenser fulvescens",1925,0,0,0,NA,TRUE
5,"Acipenser fulvescens",1927,0,0,0,NA,TRUE
6,"Acipenser fulvescens",1931,0,0,0,NA,TRUE
7,"Acipenser fulvescens",1937,0,0,0,NA,TRUE
8,"Acipenser fulvescens",1938,0,0,0,NA,TRUE
9,"Acipenser fulvescens",1941,0,0,0,NA,TRUE
10,"Acipenser fulvescens",1955,0,0,0,NA,TRUE
11,"Acipenser fulvescens",1960,0,0,0,NA,TRUE
12,"Acipenser fulvescens",1970,0,0,0,NA,TRUE
13,"Acipenser fulvescens",1972,0,0,0,NA,TRUE
14,"Acipenser fulvescens",1976,0,0,0,NA,TRUE
15,"Acipenser fulvescens",1977,0,0,0,NA,TRUE
16,"Acipenser fulvescens",1978,0,0,0,NA,TRUE
17,"Acipenser fulvescens",1979,0,0,0,NA,TRUE
18,"Acipenser fulvescens",1980,0,0,0,NA,TRUE
19,"Acipenser fulvescens",1981,0,0,0,NA,TRUE
20,"Acipenser fulvescens",1982,0,0,0,NA,TRUE
21,"Acipenser fulvescens",1983,0,0,0,NA,TRUE
22,"Acipenser fulvescens",1984,0,0,0,NA,TRUE
23,"Acipenser fulvescens",1985,0,0,0,NA,TRUE
24,"Acipenser fulvescens",1986,0,0,0,NA,TRUE
25,"Acipenser fulvescens",1987,0,0,0,NA,TRUE
26,"Acipenser fulvescens",1988,0,0,0,NA,TRUE
27,"Acipenser fulvescens",1989,0,0,0,NA,TRUE
28,"Acipenser fulvescens",1990,0,0,0,NA,TRUE
29,"Acipenser fulvescens",1991,0,0,0,NA,TRUE
30,"Acipenser fulvescens",1992,0,0,0,NA,TRUE
31,"Acipenser fulvescens",1993,0,0,0,NA,TRUE
32,"Acipenser fulvescens",1994,0,0,0,NA,TRUE
33,"Acipenser fulvescens",1995,0,0,0,NA,TRUE
34,"Acipenser fulvescens",1996,0,0,0,NA,TRUE
35,"Acipenser fulvescens",1997,0,0,0,NA,TRUE
36,"Acipenser fulvescens",1998,0,0,0,NA,TRUE
37,"Acipenser fulvescens",1999,0,0,0,NA,TRUE
38,"Acipenser fulvescens",2000,0,0,0,NA,TRUE
39,"Acipenser fulvescens",2001,0,0,0,NA,TRUE
40,"Acipenser fulvescens",2002,0,0,0,NA,TRUE
41,"Acipenser fulvescens",2003,0,0,0,NA,TRUE
42,"Acipenser fulvescens",2004,0,0,0,NA,TRUE
43,"Acipenser fulvescens",2005,0.116258301966328,0.116258301966332,0,NA,TRUE
44,"Acipenser fulvescens",2006,0.116354787519862,0.116354787519865,0,NA,TRUE
45,"Acipenser fulvescens",2007,0.116354787519862,0.116354787519865,0,NA,TRUE
46,"Acipenser fulvescens",2008,0.116354787519862,0.116354787519865,0,NA,TRUE
47,"Acipenser fulvescens",2009,0.116354787519862,0.116354787519865,0,NA,TRUE
48,"Acipenser fulvescens",2010,0.116354787519862,0.116354787519865,0,NA,TRUE
49,"Acipenser fulvescens",2011,0.116354787519862,0.116354787519865,0,NA,TRUE
50,"Acipenser fulvescens",2012,0.116354787519862,0.116354787519865,0,NA,TRUE
51,"Acipenser fulvescens",2013,0.116354787519862,0.116354787519865,0,NA,TRUE
52,"Acipenser fulvescens",2014,0.116354787519862,0.116354787519865,0,NA,TRUE
53,"Acipenser fulvescens",2015,0.116354787519862,0.116354787519865,0,NA,TRUE
54,"Acipenser fulvescens",2016,0.116354787519862,0.116354787519865,0,NA,TRUE
55,"Acipenser fulvescens",2017,0.116354787519862,0.116354787519865,0,NA,TRUE
56,"Acipenser fulvescens",2018,0.116354787519862,0.116354787519865,0,NA,TRUE
57,"Acipenser fulvescens",2019,0.116354787519862,0.116354787519865,0,NA,TRUE
58,"Acipenser fulvescens",2020,0.116354787519862,0.116354787519865,0,NA,TRUE
59,"Acipenser fulvescens",2021,0.116354787519862,0.116354787519865,0,NA,TRUE
60,"Acipenser fulvescens",2022,0.116354787519862,0.116354787519865,0,NA,TRUE
61,"Acipenser fulvescens",2023,0.116354787519862,0.116354787519865,0,NA,TRUE
1,"Acipenser oxyrinchus",1876,0,0,0,NA,TRUE
2,"Acipenser oxyrinchus",1900,0,0,0,NA,TRUE
3,"Acipenser oxyrinchus",1919,0,0,0,NA,TRUE
4,"Acipenser oxyrinchus",1925,0,0,0,NA,TRUE
5,"Acipenser oxyrinchus",1927,0,0,0,NA,TRUE
6,"Acipenser oxyrinchus",1931,0,0,0,NA,TRUE
7,"Acipenser oxyrinchus",1937,0,0,0,NA,TRUE
8,"Acipenser oxyrinchus",1938,0,0,0,NA,TRUE
9,"Acipenser oxyrinchus",1941,0,0,0,NA,TRUE
10,"Acipenser oxyrinchus",1955,0,0,0,NA,TRUE
11,"Acipenser oxyrinchus",1960,0,0,0,NA,TRUE
12,"Acipenser oxyrinchus",1970,0,0,0,NA,TRUE
13,"Acipenser oxyrinchus",1972,0,0,0,NA,TRUE
14,"Acipenser oxyrinchus",1976,0,0,0,NA,TRUE
15,"Acipenser oxyrinchus",1977,0,0,0,NA,TRUE
16,"Acipenser oxyrinchus",1978,0,0,0,NA,TRUE
17,"Acipenser oxyrinchus",1979,0,0,0,NA,TRUE
18,"Acipenser oxyrinchus",1980,0,0,0,NA,TRUE
19,"Acipenser oxyrinchus",1981,0,0,0,NA,TRUE
20,"Acipenser oxyrinchus",1982,0,0,0,NA,TRUE
21,"Acipenser oxyrinchus",1983,0,0,0,NA,TRUE
22,"Acipenser oxyrinchus",1984,0,0,0,NA,TRUE
23,"Acipenser oxyrinchus",1985,0,0,0,NA,TRUE
24,"Acipenser oxyrinchus",1986,0,0,0,NA,TRUE
25,"Acipenser oxyrinchus",1987,0,0,0,NA,TRUE
26,"Acipenser oxyrinchus",1988,0,0,0,NA,TRUE
27,"Acipenser oxyrinchus",1989,0,0,0,NA,TRUE
28,"Acipenser oxyrinchus",1990,0,0,0,NA,TRUE
29,"Acipenser oxyrinchus",1991,0,0,0,NA,TRUE
30,"Acipenser oxyrinchus",1992,0,0,0,NA,TRUE
31,"Acipenser oxyrinchus",1993,0.0539159681759501,0.0539159681759493,0,NA,TRUE
32,"Acipenser oxyrinchus",1994,0.0539159681759501,0.0539159681759493,0,NA,TRUE
33,"Acipenser oxyrinchus",1995,0.0539159681759501,0.0539159681759493,0,NA,TRUE
34,"Acipenser oxyrinchus",1996,0.0539159681759501,0.0539159681759493,0,NA,TRUE
35,"Acipenser oxyrinchus",1997,0.0539159681759501,0.0539159681759493,0,NA,TRUE
36,"Acipenser oxyrinchus",1998,0.0539159681759501,0.0539159681759493,0,NA,TRUE
37,"Acipenser oxyrinchus",1999,0.0539159681759501,0.0539159681759493,0,NA,TRUE
38,"Acipenser oxyrinchus",2000,0.075572107354151,0.0755721073541504,0,NA,TRUE
39,"Acipenser oxyrinchus",2001,0.075572107354151,0.0755721073541504,0,NA,TRUE
40,"Acipenser oxyrinchus",2002,0.075572107354151,0.0755721073541504,0,NA,TRUE
41,"Acipenser oxyrinchus",2003,0.075572107354151,0.0755721073541504,0,NA,TRUE
42,"Acipenser oxyrinchus",2004,0.075572107354151,0.0755721073541504,0,NA,TRUE
43,"Acipenser oxyrinchus",2005,0.117179921723138,0.117179921723137,0,NA,TRUE
44,"Acipenser oxyrinchus",2006,0.117179921723138,0.117179921723137,0,NA,TRUE
45,"Acipenser oxyrinchus",2007,0.117179921723138,0.117179921723137,0,NA,TRUE
46,"Acipenser oxyrinchus",2008,0.117179921723138,0.117179921723137,0,NA,TRUE
47,"Acipenser oxyrinchus",2009,0.117179921723138,0.117179921723137,0,NA,TRUE
48,"Acipenser oxyrinchus",2010,0.117179921723138,0.117179921723137,0,NA,TRUE
49,"Acipenser oxyrinchus",2011,0.117179921723138,0.117179921723137,0,NA,TRUE
50,"Acipenser oxyrinchus",2012,0.117179921723138,0.117179921723137,0,NA,TRUE
51,"Acipenser oxyrinchus",2013,0.117179921723138,0.117179921723137,0,NA,TRUE
52,"Acipenser oxyrinchus",2014,0.117395221145204,0.117395221145203,0,NA,TRUE
53,"Acipenser oxyrinchus",2015,0.117395221145204,0.117395221145203,0,NA,TRUE
54,"Acipenser oxyrinchus",2016,0.117395221145204,0.117395221145203,0,NA,TRUE
55,"Acipenser oxyrinchus",2017,0.117395221145204,0.117395221145203,0,NA,TRUE
56,"Acipenser oxyrinchus",2018,0.117395221145204,0.117395221145203,0,NA,TRUE
57,"Acipenser oxyrinchus",2019,0.117395221145204,0.117395221145203,0,NA,TRUE
58,"Acipenser oxyrinchus",2020,0.850316047782908,0.850316047782935,0,NA,TRUE
59,"Acipenser oxyrinchus",2021,0.850316047782908,0.850316047782934,0,NA,TRUE
60,"Acipenser oxyrinchus",2022,0.850316047782908,0.850316047782934,0,NA,TRUE
61,"Acipenser oxyrinchus",2023,0.850316047782022,0.850316047782934,0,NA,TRUE
1,"Agastache nepetoides",1876,0,0,0,NA,TRUE
2,"Agastache nepetoides",1900,0,0,0,NA,TRUE
3,"Agastache nepetoides",1919,0,0,0,NA,TRUE
4,"Agastache nepetoides",1925,0,0,0,NA,TRUE
5,"Agastache nepetoides",1927,0,0,0,NA,TRUE
6,"Agastache nepetoides",1931,0,0,0,NA,TRUE
7,"Agastache nepetoides",1937,0,0,0,NA,TRUE
8,"Agastache nepetoides",1938,0,0,0,NA,TRUE
9,"Agastache nepetoides",1941,0,0,0,NA,TRUE
10,"Agastache nepetoides",1955,0.113983116570706,0.11398311657071,0,NA,TRUE
11,"Agastache nepetoides",1960,0.113983116570706,0.11398311657071,0,NA,TRUE
12,"Agastache nepetoides",1970,0.113983116570706,0.11398311657071,0,NA,TRUE
13,"Agastache nepetoides",1972,0.113983116570706,0.11398311657071,0,NA,TRUE
14,"Agastache nepetoides",1976,0.113983116570706,0.11398311657071,0,NA,TRUE
15,"Agastache nepetoides",1977,0.113983116570706,0.11398311657071,0,NA,TRUE
16,"Agastache nepetoides",1978,0.113983116570706,0.11398311657071,0,NA,TRUE
17,"Agastache nepetoides",1979,0.264652710236424,0.264652710236433,0,NA,TRUE
18,"Agastache nepetoides",1980,0.264652710236424,0.264652710236433,0,NA,TRUE
19,"Agastache nepetoides",1981,0.264652710236422,0.264652710236428,0,NA,TRUE
20,"Agastache nepetoides",1982,0.264652710236422,0.264652710236429,0,NA,TRUE
21,"Agastache nepetoides",1983,0.264652710236418,0.264652710236429,0,NA,TRUE
22,"Agastache nepetoides",1984,0.264652710236419,0.264652710236424,0,NA,TRUE
23,"Agastache nepetoides",1985,0.264652710236418,0.264652710236424,0,NA,TRUE
24,"Agastache nepetoides",1986,0.264652710236419,0.264652710236424,0,NA,TRUE
25,"Agastache nepetoides",1987,0.264652710236408,0.264652710236424,0,NA,TRUE
26,"Agastache nepetoides",1988,0.264652710236409,0.264652710236424,0,NA,TRUE
27,"Agastache nepetoides",1989,0.264652710236409,0.264652710236424,0,NA,TRUE
28,"Agastache nepetoides",1990,0.264786951858968,0.264786951858983,0,NA,TRUE
29,"Agastache nepetoides",1991,0.264786951858972,0.264786951858983,0,NA,TRUE
30,"Agastache nepetoides",1992,0.264905505964873,0.26490550596488,0,NA,TRUE
31,"Agastache nepetoides",1993,0.264905505964873,0.26490550596488,0,NA,TRUE
32,"Agastache nepetoides",1994,0.264905505964871,0.26490550596488,0,NA,TRUE
33,"Agastache nepetoides",1995,0.264905505964871,0.26490550596488,0,NA,TRUE
34,"Agastache nepetoides",1996,0.26490550596487,0.26490550596488,0,NA,TRUE
35,"Agastache nepetoides",1997,0.26490550596487,0.26490550596488,0,NA,TRUE
36,"Agastache nepetoides",1998,0.26490550596487,0.26490550596488,0,NA,TRUE
37,"Agastache nepetoides",1999,0.26490550596487,0.26490550596488,0,NA,TRUE
38,"Agastache nepetoides",2000,0.264905505964873,0.26490550596488,0,NA,TRUE
39,"Agastache nepetoides",2001,0.26490550596487,0.26490550596488,0,NA,TRUE
40,"Agastache nepetoides",2002,0.264905505964871,0.26490550596488,0,NA,TRUE
41,"Agastache nepetoides",2003,0.264905505964871,0.26490550596488,0,NA,TRUE
42,"Agastache nepetoides",2004,0.264905505964871,0.264905505964879,0,NA,TRUE
43,"Agastache nepetoides",2005,0.387989077128342,0.387989077127918,0,NA,TRUE
44,"Agastache nepetoides",2006,0.387989077128339,0.387989077127918,0,NA,TRUE
45,"Agastache nepetoides",2007,0.388637120541118,0.388637120540699,0,NA,TRUE
46,"Agastache nepetoides",2008,0.38863712073011,0.388637120540697,0,NA,TRUE
47,"Agastache nepetoides",2009,0.388637120541115,0.388637120540699,0,NA,TRUE
48,"Agastache nepetoides",2010,0.388637120610533,0.388637120540698,0,NA,TRUE
49,"Agastache nepetoides",2011,0.388637120541113,0.388637120540699,0,NA,TRUE
50,"Agastache nepetoides",2012,0.388637120541116,0.3886371205407,0,NA,TRUE
51,"Agastache nepetoides",2013,0.388637120540687,0.3886371205407,0,NA,TRUE
52,"Agastache nepetoides",2014,0.388637120541116,0.3886371205407,0,NA,TRUE
53,"Agastache nepetoides",2015,0.388637120630875,0.3886371205407,0,NA,TRUE
54,"Agastache nepetoides",2016,0.388637120541117,0.388637120541113,0,NA,TRUE
55,"Agastache nepetoides",2017,0.388637120541115,0.3886371205407,0,NA,TRUE
56,"Agastache nepetoides",2018,0.388637120541118,0.388637120540699,0,NA,TRUE
57,"Agastache nepetoides",2019,0.388637120541115,0.388637120540699,0,NA,TRUE
58,"Agastache nepetoides",2020,0.388637120541095,0.388637120540699,0,NA,TRUE
59,"Agastache nepetoides",2021,0.389165234061921,0.389165234061507,0,NA,TRUE
60,"Agastache nepetoides",2022,0.389165234061902,0.389165234061507,0,NA,TRUE
61,"Agastache nepetoides",2023,0.389165234061921,0.389165234061507,0,NA,TRUE
1,"Agoseris aurantiaca var. aurantiaca",1876,0,0,0,NA,TRUE
2,"Agoseris aurantiaca var. aurantiaca",1900,0,0,0,NA,TRUE
3,"Agoseris aurantiaca var. aurantiaca",1919,0,0,0,NA,TRUE
4,"Agoseris aurantiaca var. aurantiaca",1925,0,0,0,NA,TRUE
5,"Agoseris aurantiaca var. aurantiaca",1927,0,0,0,NA,TRUE
6,"Agoseris aurantiaca var. aurantiaca",1931,0,0,0,NA,TRUE
7,"Agoseris aurantiaca var. aurantiaca",1937,0,0,0,NA,TRUE
8,"Agoseris aurantiaca var. aurantiaca",1938,0,0,0,NA,TRUE
9,"Agoseris aurantiaca var. aurantiaca",1941,0,0,0,NA,TRUE
10,"Agoseris aurantiaca var. aurantiaca",1955,0,0,0,NA,TRUE
11,"Agoseris aurantiaca var. aurantiaca",1960,0,0,0,NA,TRUE
12,"Agoseris aurantiaca var. aurantiaca",1970,0,0,0,NA,TRUE
13,"Agoseris aurantiaca var. aurantiaca",1972,0,0,0,NA,TRUE
14,"Agoseris aurantiaca var. aurantiaca",1976,0,0,0,NA,TRUE
15,"Agoseris aurantiaca var. aurantiaca",1977,0,0,0,NA,TRUE
16,"Agoseris aurantiaca var. aurantiaca",1978,0,0,0,NA,TRUE
17,"Agoseris aurantiaca var. aurantiaca",1979,0,0,0,NA,TRUE
18,"Agoseris aurantiaca var. aurantiaca",1980,0,0,0,NA,TRUE
19,"Agoseris aurantiaca var. aurantiaca",1981,0.998791980305451,1,0,NA,TRUE
20,"Agoseris aurantiaca var. aurantiaca",1982,0.998791980305451,1,0,NA,TRUE
21,"Agoseris aurantiaca var. aurantiaca",1983,0.998791980305451,1,0,NA,TRUE
22,"Agoseris aurantiaca var. aurantiaca",1984,0.998791980305451,1,0,NA,TRUE
23,"Agoseris aurantiaca var. aurantiaca",1985,0.998791980305451,1,0,NA,TRUE
24,"Agoseris aurantiaca var. aurantiaca",1986,0.998791980305451,1,0,NA,TRUE
25,"Agoseris aurantiaca var. aurantiaca",1987,0.998791980305451,1,0,NA,TRUE
26,"Agoseris aurantiaca var. aurantiaca",1988,0.998791980305451,1,0,NA,TRUE
27,"Agoseris aurantiaca var. aurantiaca",1989,0.998791980305451,1,0,NA,TRUE
28,"Agoseris aurantiaca var. aurantiaca",1990,0.998791980305451,1,0,NA,TRUE
29,"Agoseris aurantiaca var. aurantiaca",1991,0.998791980305451,1,0,NA,TRUE
30,"Agoseris aurantiaca var. aurantiaca",1992,0.998791980305451,1,0,NA,TRUE
31,"Agoseris aurantiaca var. aurantiaca",1993,0.998791980305451,1,0,NA,TRUE
32,"Agoseris aurantiaca var. aurantiaca",1994,0.998791980305451,1,0,NA,TRUE
33,"Agoseris aurantiaca var. aurantiaca",1995,0.998791980305451,1,0,NA,TRUE
34,"Agoseris aurantiaca var. aurantiaca",1996,0.998791980305451,1,0,NA,TRUE
35,"Agoseris aurantiaca var. aurantiaca",1997,0.998791980305451,1,0,NA,TRUE
36,"Agoseris aurantiaca var. aurantiaca",1998,0.998791980305451,1,0,NA,TRUE
37,"Agoseris aurantiaca var. aurantiaca",1999,0.998791980305451,1,0,NA,TRUE
38,"Agoseris aurantiaca var. aurantiaca",2000,0.998791980305451,1,0,NA,TRUE
39,"Agoseris aurantiaca var. aurantiaca",2001,0.998791980305451,1,0,NA,TRUE
40,"Agoseris aurantiaca var. aurantiaca",2002,0.998791980305451,1,0,NA,TRUE
41,"Agoseris aurantiaca var. aurantiaca",2003,0.998791980305451,1,0,NA,TRUE
42,"Agoseris aurantiaca var. aurantiaca",2004,0.998791980305451,1,0,NA,TRUE
43,"Agoseris aurantiaca var. aurantiaca",2005,0.998791980305451,1,0,NA,TRUE
44,"Agoseris aurantiaca var. aurantiaca",2006,0.998791980305451,1,0,NA,TRUE
45,"Agoseris aurantiaca var. aurantiaca",2007,0.999972570076163,1,0.977293479629109,NA,TRUE
46,"Agoseris aurantiaca var. aurantiaca",2008,0.999972570076163,1,0.977293479629109,NA,TRUE
47,"Agoseris aurantiaca var. aurantiaca",2009,0.999972570076163,1,0.977293479629109,NA,TRUE
48,"Agoseris aurantiaca var. aurantiaca",2010,0.999972570076163,1,0.977293479629109,NA,TRUE
49,"Agoseris aurantiaca var. aurantiaca",2011,0.999972570076163,1,0.977293479629109,NA,TRUE
50,"Agoseris aurantiaca var. aurantiaca",2012,0.999972570076163,1,0.977293479629109,NA,TRUE
51,"Agoseris aurantiaca var. aurantiaca",2013,0.999972570076163,1,0.977293479629109,NA,TRUE
52,"Agoseris aurantiaca var. aurantiaca",2014,0.999972570076163,1,0.977293479629109,NA,TRUE
53,"Agoseris aurantiaca var. aurantiaca",2015,0.999972570076163,1,0.977293479629109,NA,TRUE
54,"Agoseris aurantiaca var. aurantiaca",2016,0.999972570076163,1,0.977293479629109,NA,TRUE
55,"Agoseris aurantiaca var. aurantiaca",2017,0.999972570076163,1,0.977293479629109,NA,TRUE
56,"Agoseris aurantiaca var. aurantiaca",2018,0.999972570076163,1,0.977293479629109,NA,TRUE
57,"Agoseris aurantiaca var. aurantiaca",2019,0.999972570076163,1,0.977293479629109,NA,TRUE
58,"Agoseris aurantiaca var. aurantiaca",2020,0.999972570076163,1,0.977293479629109,NA,TRUE
59,"Agoseris aurantiaca var. aurantiaca",2021,0.999972570076163,1,0.977293479629109,NA,TRUE
60,"Agoseris aurantiaca var. aurantiaca",2022,0.999972570076163,1,0.977293479629109,NA,TRUE
61,"Agoseris aurantiaca var. aurantiaca",2023,0.999972570076163,1,0.977293479629109,NA,TRUE
1,"Agrimonia pubescens",1876,0,0,0,NA,TRUE
2,"Agrimonia pubescens",1900,0,0,0,NA,TRUE
3,"Agrimonia pubescens",1919,0,0,0,NA,TRUE
4,"Agrimonia pubescens",1925,0,0,0,NA,TRUE
5,"Agrimonia pubescens",1927,0,0,0,NA,TRUE
6,"Agrimonia pubescens",1931,0,0,0,NA,TRUE
7,"Agrimonia pubescens",1937,0,0,0,NA,TRUE
8,"Agrimonia pubescens",1938,0,0,0,NA,TRUE
9,"Agrimonia pubescens",1941,0,0,0,NA,TRUE
10,"Agrimonia pubescens",1955,0,0,0,NA,TRUE
11,"Agrimonia pubescens",1960,0,0,0,NA,TRUE
12,"Agrimonia pubescens",1970,0,0,0,NA,TRUE
13,"Agrimonia pubescens",1972,0,0,0,NA,TRUE
14,"Agrimonia pubescens",1976,0,0,0,NA,TRUE
15,"Agrimonia pubescens",1977,0,0,0,NA,TRUE
16,"Agrimonia pubescens",1978,0,0,0,NA,TRUE
17,"Agrimonia pubescens",1979,0.000117736472509323,0.000117736472509326,0,NA,TRUE
18,"Agrimonia pubescens",1980,0.000117736472509323,0.000117736472509326,0,NA,TRUE
19,"Agrimonia pubescens",1981,0.000117736472509323,0.000117736472509326,0,NA,TRUE
20,"Agrimonia pubescens",1982,0.000117736472509323,0.000117736472509326,0,NA,TRUE
21,"Agrimonia pubescens",1983,0.000117736472509323,0.000117736472509326,0,NA,TRUE
22,"Agrimonia pubescens",1984,0.000117736472509323,0.000117736472509326,0,NA,TRUE
23,"Agrimonia pubescens",1985,0.000117736472509323,0.000117736472509326,0,NA,TRUE
24,"Agrimonia pubescens",1986,0.000117736472509323,0.000117736472509326,0,NA,TRUE
25,"Agrimonia pubescens",1987,0.000117736472509323,0.000117736472509326,0,NA,TRUE
26,"Agrimonia pubescens",1988,0.000117736472509323,0.000117736472509326,0,NA,TRUE
27,"Agrimonia pubescens",1989,0.000117736472509323,0.000117736472509326,0,NA,TRUE
28,"Agrimonia pubescens",1990,0.000126287006281579,0.000126287006281582,0,NA,TRUE
29,"Agrimonia pubescens",1991,0.000126287006281579,0.000126287006281582,0,NA,TRUE
30,"Agrimonia pubescens",1992,0.000126287006281579,0.000126287006281582,0,NA,TRUE
31,"Agrimonia pubescens",1993,0.000126287006281579,0.000126287006281582,0,NA,TRUE
32,"Agrimonia pubescens",1994,0.000126287006281579,0.000126287006281582,0,NA,TRUE
33,"Agrimonia pubescens",1995,0.000126287006281579,0.000126287006281582,0,NA,TRUE
34,"Agrimonia pubescens",1996,0.000126287006281579,0.000126287006281582,0,NA,TRUE
35,"Agrimonia pubescens",1997,0.000126287006281579,0.000126287006281582,0,NA,TRUE
36,"Agrimonia pubescens",1998,0.000126287006281579,0.000126287006281582,0,NA,TRUE
37,"Agrimonia pubescens",1999,0.000126287006281579,0.000126287006281582,0,NA,TRUE
38,"Agrimonia pubescens",2000,0.000126287006281579,0.000126287006281582,0,NA,TRUE
39,"Agrimonia pubescens",2001,0.000126287006281579,0.000126287006281582,0,NA,TRUE
40,"Agrimonia pubescens",2002,0.000126287006281579,0.000126287006281582,0,NA,TRUE
41,"Agrimonia pubescens",2003,0.000126287006281579,0.000126287006281582,0,NA,TRUE
42,"Agrimonia pubescens",2004,0.00517389165169144,0.00517389165169449,0,NA,TRUE
43,"Agrimonia pubescens",2005,0.00517389165169144,0.00517389165169449,0,NA,TRUE
44,"Agrimonia pubescens",2006,0.00517389165169144,0.00517389165169449,0,NA,TRUE
45,"Agrimonia pubescens",2007,0.00517389165169144,0.00517389165169449,0,NA,TRUE
46,"Agrimonia pubescens",2008,0.00517389165169372,0.00517389165169354,0,NA,TRUE
47,"Agrimonia pubescens",2009,0.00517389165169517,0.00517389165169449,0,NA,TRUE
48,"Agrimonia pubescens",2010,0.00517389165169372,0.00517389165169354,0,NA,TRUE
49,"Agrimonia pubescens",2011,0.00928332506524902,0.00928332506524664,0,NA,TRUE
50,"Agrimonia pubescens",2012,0.0106571965391476,0.010657196539145,0,NA,TRUE
51,"Agrimonia pubescens",2013,0.0106887226463158,0.0106887226463131,0,NA,TRUE
52,"Agrimonia pubescens",2014,0.0106887226463143,0.0106887226463129,0,NA,TRUE
53,"Agrimonia pubescens",2015,0.0106887226463148,0.0106887226463127,0,NA,TRUE
54,"Agrimonia pubescens",2016,0.0106887226463124,0.0106887226463131,0,NA,TRUE
55,"Agrimonia pubescens",2017,0.0106887226463115,0.0106887226463131,0,NA,TRUE
56,"Agrimonia pubescens",2018,0.0106887226463129,0.0106887226463126,0,NA,TRUE
57,"Agrimonia pubescens",2019,0.0106887226463139,0.0106887226463128,0,NA,TRUE
58,"Agrimonia pubescens",2020,0.0106887226463114,0.0106887226463126,0,NA,TRUE
59,"Agrimonia pubescens",2021,0.0106887226463101,0.0106887226463126,0,NA,TRUE
60,"Agrimonia pubescens",2022,0.0106887226463103,0.0106887226463131,0,NA,TRUE
61,"Agrimonia pubescens",2023,0.010688722646313,0.0106887226463131,0,NA,TRUE
1,"Alasmidonta marginata",1876,0,0,0,NA,TRUE
2,"Alasmidonta marginata",1900,0,0,0,NA,TRUE
3,"Alasmidonta marginata",1919,0,0,0,NA,TRUE
4,"Alasmidonta marginata",1925,0,0,0,NA,TRUE
5,"Alasmidonta marginata",1927,0,0,0,NA,TRUE
6,"Alasmidonta marginata",1931,0,0,0,NA,TRUE
7,"Alasmidonta marginata",1937,0,0,0,NA,TRUE
8,"Alasmidonta marginata",1938,0,0,0,NA,TRUE
9,"Alasmidonta marginata",1941,0,0,0,NA,TRUE
10,"Alasmidonta marginata",1955,0,0,0,NA,TRUE
11,"Alasmidonta marginata",1960,0,0,0,NA,TRUE
12,"Alasmidonta marginata",1970,0,0,0,NA,TRUE
13,"Alasmidonta marginata",1972,0,0,0,NA,TRUE
14,"Alasmidonta marginata",1976,0,0,0,NA,TRUE
15,"Alasmidonta marginata",1977,0,0,0,NA,TRUE
16,"Alasmidonta marginata",1978,0,0,0,NA,TRUE
17,"Alasmidonta marginata",1979,0,0,0,NA,TRUE
18,"Alasmidonta marginata",1980,0,0,0,NA,TRUE
19,"Alasmidonta marginata",1981,0,0,0,NA,TRUE
20,"Alasmidonta marginata",1982,0,0,0,NA,TRUE
21,"Alasmidonta marginata",1983,0,0,0,NA,TRUE
22,"Alasmidonta marginata",1984,0,0,0,NA,TRUE
23,"Alasmidonta marginata",1985,0,0,0,NA,TRUE
24,"Alasmidonta marginata",1986,0,0,0,NA,TRUE
25,"Alasmidonta marginata",1987,0,0,0,NA,TRUE
26,"Alasmidonta marginata",1988,0,0,0,NA,TRUE
27,"Alasmidonta marginata",1989,0,0,0,NA,TRUE
28,"Alasmidonta marginata",1990,0,0,0,NA,TRUE
29,"Alasmidonta marginata",1991,0,0,0,NA,TRUE
30,"Alasmidonta marginata",1992,0,0,0,NA,TRUE
31,"Alasmidonta marginata",1993,0,0,0,NA,TRUE
32,"Alasmidonta marginata",1994,0,0,0,NA,TRUE
33,"Alasmidonta marginata",1995,0,0,0,NA,TRUE
34,"Alasmidonta marginata",1996,0,0,0,NA,TRUE
35,"Alasmidonta marginata",1997,0,0,0,NA,TRUE
36,"Alasmidonta marginata",1998,0,0,0,NA,TRUE
37,"Alasmidonta marginata",1999,0,0,0,NA,TRUE
38,"Alasmidonta marginata",2000,0,0,0,NA,TRUE
39,"Alasmidonta marginata",2001,0,0,0,NA,TRUE
40,"Alasmidonta marginata",2002,0,0,0,NA,TRUE
41,"Alasmidonta marginata",2003,0,0,0,NA,TRUE
42,"Alasmidonta marginata",2004,0,0,0,NA,TRUE
43,"Alasmidonta marginata",2005,0,0,0,NA,TRUE
44,"Alasmidonta marginata",2006,0,0,0,NA,TRUE
45,"Alasmidonta marginata",2007,0,0,0,NA,TRUE
46,"Alasmidonta marginata",2008,0,0,0,NA,TRUE
47,"Alasmidonta marginata",2009,0,0,0,NA,TRUE
48,"Alasmidonta marginata",2010,0,0,0,NA,TRUE
49,"Alasmidonta marginata",2011,0,0,0,NA,TRUE
50,"Alasmidonta marginata",2012,0,0,0,NA,TRUE
51,"Alasmidonta marginata",2013,0,0,0,NA,TRUE
52,"Alasmidonta marginata",2014,0,0,0,NA,TRUE
