"","x"
"X1992",0.102834404259708
"X1993",0.106046525721634
"X1994",0.0719247931030872
"X1995",0.058539329102087
"X1996",0.058973913338756
"X1997",0.0591518961031394
"X1998",0.0607825316320089
"X1999",0.0755883751714517
"X2000",0.101602288231537
"X2001",0.101236001463925
"X2002",0.100765873962172
"X2003",0.10324707947231
"X2004",0.0899480151458601
"X2005",0.124868469339172
"X2006",0.123770677871224
"X2007",0.124342704264652
"X2008",0.12099513001418
"X2009",0.118517618835464
"X2010",0.115665534570849
"X2011",0.11679453975577
"X2012",0.135650753810422
"X2013",0.137958204924333
"X2014",0.13864566336404
"X2015",0.130159008113105
"X2016",0.131376852723466
"X2017",0.128195164470597
