"","x"
"X1992",0.0615524743883728
"X1993",0.0631511916484333
"X1994",0.0612646758315625
"X1995",0.0994539651719216
"X1996",0.0961462483537076
"X1997",0.0914745242621572
"X1998",0.101253548739107
"X1999",0.0799206203833252
"X2000",0.100069998618951
"X2001",0.0987522047283586
"X2002",0.0988805254773208
"X2003",0.104586233840358
"X2004",0.109459076202355
"X2005",0.103396350387435
"X2006",0.104878925558832
"X2007",0.0613318196398856
"X2008",0.0623087557902449
"X2009",0.0688428164333642
"X2010",0.095256067481273
"X2011",0.0848455178604563
"X2012",0.0965729200363596
"X2013",0.109599199671282
"X2014",0.109135196801381
"X2015",0.108713514476517
"X2016",0.109443876358697
"X2017",0.128429938873433
