"","x"
"X1992",0.0155409254447472
"X1993",0.0192458295700417
"X1994",0.0265885875354864
"X1995",0.0127276772605362
"X1996",0.034701557968525
"X1997",0.0256368649757092
"X1998",0.0301451707311456
"X1999",0.047712029240807
"X2000",0.0249248765619903
"X2001",0.0249248765619903
"X2002",0.0237960965709346
"X2003",0.0540381643019411
"X2004",0.0253782315285843
"X2005",0.0540015695514955
"X2006",0.0536374944644946
"X2007",0.051661557900307
"X2008",0.0530285242797904
"X2009",0.052382163634657
"X2010",0.048505614072745
"X2011",0.0493583113385686
"X2012",0.0490891165809882
"X2013",0.048771837613934
"X2014",0.0512180373503561
"X2015",0.0529391998723476
"X2016",0.0245577337719166
"X2017",0.0205069524907521
